filename,width,height,class,xmin,ymin,xmax,ymax
20240122_222834_jpg.rf.fdb09d597404caa6f86cd6a1bcf71932.jpg,640,640,publisher,201,582,433,594
059652983X_jpg.rf.fda9b7a1c3198040ebc83495d76fe6c7.jpg,640,640,text,194,15,445,32
059652983X_jpg.rf.fda9b7a1c3198040ebc83495d76fe6c7.jpg,640,640,text,245,35,397,52
059652983X_jpg.rf.fda9b7a1c3198040ebc83495d76fe6c7.jpg,640,640,title,43,381,238,404
059652983X_jpg.rf.fda9b7a1c3198040ebc83495d76fe6c7.jpg,640,640,title,86,420,557,501
059652983X_jpg.rf.fda9b7a1c3198040ebc83495d76fe6c7.jpg,640,640,title,484,510,588,536
059652983X_jpg.rf.fda9b7a1c3198040ebc83495d76fe6c7.jpg,640,640,publisher,35,585,168,609
059652983X_jpg.rf.fda9b7a1c3198040ebc83495d76fe6c7.jpg,640,640,author,432,572,592,591
059652983X_jpg.rf.fda9b7a1c3198040ebc83495d76fe6c7.jpg,640,640,author,295,588,589,607
0062732978_jpg.rf.fd07395d8f791bb08f2d7d90c0251ab3.jpg,640,640,title,85,18,583,95
0062732978_jpg.rf.fd07395d8f791bb08f2d7d90c0251ab3.jpg,640,640,title,54,97,617,174
0062732978_jpg.rf.fd07395d8f791bb08f2d7d90c0251ab3.jpg,640,640,title,46,538,619,565
0062732978_jpg.rf.fd07395d8f791bb08f2d7d90c0251ab3.jpg,640,640,title,48,569,618,591
0062732978_jpg.rf.fd07395d8f791bb08f2d7d90c0251ab3.jpg,640,640,author,160,601,512,625
007057989X_jpg.rf.fe4cdf3a9fa82d35c8d8e115a099def1.jpg,640,640,publisher,251,18,401,33
007057989X_jpg.rf.fe4cdf3a9fa82d35c8d8e115a099def1.jpg,640,640,title,160,67,245,126
007057989X_jpg.rf.fe4cdf3a9fa82d35c8d8e115a099def1.jpg,640,640,title,122,126,534,249
007057989X_jpg.rf.fe4cdf3a9fa82d35c8d8e115a099def1.jpg,640,640,title,125,245,533,372
007057989X_jpg.rf.fe4cdf3a9fa82d35c8d8e115a099def1.jpg,640,640,title,409,396,540,413
007057989X_jpg.rf.fe4cdf3a9fa82d35c8d8e115a099def1.jpg,640,640,title,407,414,543,431
007057989X_jpg.rf.fe4cdf3a9fa82d35c8d8e115a099def1.jpg,640,640,title,412,431,537,448
007057989X_jpg.rf.fe4cdf3a9fa82d35c8d8e115a099def1.jpg,640,640,author,85,572,238,590
20240122_145849_jpg.rf.fe51ec131036fa46c2d5a42c1afc9f78.jpg,640,640,title,110,111,609,217
20240122_145849_jpg.rf.fe51ec131036fa46c2d5a42c1afc9f78.jpg,640,640,text,50,76,86,194
20240122_145849_jpg.rf.fe51ec131036fa46c2d5a42c1afc9f78.jpg,640,640,author,280,517,432,597
20240122_145849_jpg.rf.fe51ec131036fa46c2d5a42c1afc9f78.jpg,640,640,text,24,522,82,597
0061143316_jpg.rf.fe603c6aae5c93d640bc139032fa873a.jpg,640,640,text,145,0,533,13
0061143316_jpg.rf.fe603c6aae5c93d640bc139032fa873a.jpg,640,640,text,66,16,619,31
0061143316_jpg.rf.fe603c6aae5c93d640bc139032fa873a.jpg,640,640,text,70,31,609,50
0061143316_jpg.rf.fe603c6aae5c93d640bc139032fa873a.jpg,640,640,text,85,51,599,67
0061143316_jpg.rf.fe603c6aae5c93d640bc139032fa873a.jpg,640,640,text,94,74,593,111
0061143316_jpg.rf.fe603c6aae5c93d640bc139032fa873a.jpg,640,640,title,53,480,623,512
0061143316_jpg.rf.fe603c6aae5c93d640bc139032fa873a.jpg,640,640,title,167,537,515,567
0061143316_jpg.rf.fe603c6aae5c93d640bc139032fa873a.jpg,640,640,title,280,579,396,591
0061143316_jpg.rf.fe603c6aae5c93d640bc139032fa873a.jpg,640,640,author,58,598,622,624
20240122_145636_jpg.rf.feae3b313b36d3491c77b252115d21ec.jpg,640,640,text,71,86,269,108
20240122_145636_jpg.rf.feae3b313b36d3491c77b252115d21ec.jpg,640,640,title,67,140,573,309
20240122_145636_jpg.rf.feae3b313b36d3491c77b252115d21ec.jpg,640,640,text,61,368,295,497
20240122_145636_jpg.rf.feae3b313b36d3491c77b252115d21ec.jpg,640,640,author,55,551,184,576
20240122_145636_jpg.rf.feae3b313b36d3491c77b252115d21ec.jpg,640,640,text,22,493,61,508
20240122_145636_jpg.rf.feae3b313b36d3491c77b252115d21ec.jpg,640,640,text,23,537,47,553
019537293X_jpg.rf.ff1558ad2190376d76904350555b47ea.jpg,640,640,title,25,140,618,234
019537293X_jpg.rf.ff1558ad2190376d76904350555b47ea.jpg,640,640,author,95,567,622,601
019537293X_jpg.rf.ff1558ad2190376d76904350555b47ea.jpg,640,640,text,238,614,403,631
20240122_223447_jpg.rf.ff5f4ca5c68426e8cb6b4aaaeb0b1fe7.jpg,640,640,title,51,48,459,120
20240122_223447_jpg.rf.ff5f4ca5c68426e8cb6b4aaaeb0b1fe7.jpg,640,640,title,49,116,347,183
20240122_223447_jpg.rf.ff5f4ca5c68426e8cb6b4aaaeb0b1fe7.jpg,640,640,title,50,200,454,232
20240122_223447_jpg.rf.ff5f4ca5c68426e8cb6b4aaaeb0b1fe7.jpg,640,640,author,43,572,166,592
20240122_223447_jpg.rf.ff5f4ca5c68426e8cb6b4aaaeb0b1fe7.jpg,640,640,author,195,567,328,588
006017630X_jpg.rf.ff68fb857a6fe5a81fcad99f7a412fac.jpg,640,640,title,162,35,426,336
006017630X_jpg.rf.ff68fb857a6fe5a81fcad99f7a412fac.jpg,640,640,text,324,336,445,373
006017630X_jpg.rf.ff68fb857a6fe5a81fcad99f7a412fac.jpg,640,640,author,146,379,449,449
006180035X_jpg.rf.ff52f15643fef55cf8cbeca578ce36a2.jpg,640,640,text,31,1,632,47
006180035X_jpg.rf.ff52f15643fef55cf8cbeca578ce36a2.jpg,640,640,text,15,42,143,98
006180035X_jpg.rf.ff52f15643fef55cf8cbeca578ce36a2.jpg,640,640,title,26,265,628,443
006180035X_jpg.rf.ff52f15643fef55cf8cbeca578ce36a2.jpg,640,640,text,41,470,617,536
006180035X_jpg.rf.ff52f15643fef55cf8cbeca578ce36a2.jpg,640,640,author,57,537,598,588
006180035X_jpg.rf.ff52f15643fef55cf8cbeca578ce36a2.jpg,640,640,text,187,585,463,616
041563055X_jpg.rf.ffce29633ef926828e3a1b7ee085abb0.jpg,640,640,title,99,143,440,187
041563055X_jpg.rf.ffce29633ef926828e3a1b7ee085abb0.jpg,640,640,title,168,191,216,222
041563055X_jpg.rf.ffce29633ef926828e3a1b7ee085abb0.jpg,640,640,title,115,220,531,275
041563055X_jpg.rf.ffce29633ef926828e3a1b7ee085abb0.jpg,640,640,title,263,276,377,290
041563055X_jpg.rf.ffce29633ef926828e3a1b7ee085abb0.jpg,640,640,title,139,311,503,329
041563055X_jpg.rf.ffce29633ef926828e3a1b7ee085abb0.jpg,640,640,title,102,329,540,348
041563055X_jpg.rf.ffce29633ef926828e3a1b7ee085abb0.jpg,640,640,author,127,369,517,385
041563055X_jpg.rf.ffce29633ef926828e3a1b7ee085abb0.jpg,640,640,text,125,518,506,530
041563055X_jpg.rf.ffce29633ef926828e3a1b7ee085abb0.jpg,640,640,text,215,530,417,543
041563055X_jpg.rf.ffce29633ef926828e3a1b7ee085abb0.jpg,640,640,text,263,555,378,567
031060690X_jpg.rf.ff920c58c79f227018baa945244883ae.jpg,640,640,title,29,217,613,415
031060690X_jpg.rf.ff920c58c79f227018baa945244883ae.jpg,640,640,text,264,2,373,49
031060690X_jpg.rf.ff920c58c79f227018baa945244883ae.jpg,640,640,text,280,424,565,522
031060690X_jpg.rf.ff920c58c79f227018baa945244883ae.jpg,640,640,text,82,429,263,479
031060690X_jpg.rf.ff920c58c79f227018baa945244883ae.jpg,640,640,text,81,479,262,595
031060690X_jpg.rf.ff920c58c79f227018baa945244883ae.jpg,640,640,author,276,535,569,558
031060690X_jpg.rf.ff920c58c79f227018baa945244883ae.jpg,640,640,text,277,560,566,590
031060690X_jpg.rf.ff920c58c79f227018baa945244883ae.jpg,640,640,text,78,597,569,620
031060690X_jpg.rf.ff920c58c79f227018baa945244883ae.jpg,640,640,publisher,0,0,78,21
20240124_092950_jpg.rf.ff9164543fbb9133bfc09431cd352bf2.jpg,640,640,author,378,381,604,402
20240124_092950_jpg.rf.ff9164543fbb9133bfc09431cd352bf2.jpg,640,640,title,49,488,318,516
20240124_092950_jpg.rf.ff9164543fbb9133bfc09431cd352bf2.jpg,640,640,title,39,514,609,606
047052474X_jpg.rf.00a61d96db017d5e90f5e74fb87f88f2.jpg,640,640,title,55,37,588,106
047052474X_jpg.rf.00a61d96db017d5e90f5e74fb87f88f2.jpg,640,640,title,55,117,585,138
047052474X_jpg.rf.00a61d96db017d5e90f5e74fb87f88f2.jpg,640,640,title,231,174,410,196
047052474X_jpg.rf.00a61d96db017d5e90f5e74fb87f88f2.jpg,640,640,author,108,588,533,624
022609281X_jpg.rf.01c71864680ab7d310b9ae14fb8b25c8.jpg,640,640,title,330,80,602,146
022609281X_jpg.rf.01c71864680ab7d310b9ae14fb8b25c8.jpg,640,640,author,444,17,610,64
0062019554_jpg.rf.01086425ac121053b39ad030d9d5f6f2.jpg,640,640,text,50,21,590,42
0062019554_jpg.rf.01086425ac121053b39ad030d9d5f6f2.jpg,640,640,author,45,48,592,97
0062019554_jpg.rf.01086425ac121053b39ad030d9d5f6f2.jpg,640,640,author,43,106,594,183
0062019554_jpg.rf.01086425ac121053b39ad030d9d5f6f2.jpg,640,640,title,30,536,604,598
0062019554_jpg.rf.01086425ac121053b39ad030d9d5f6f2.jpg,640,640,text,45,599,594,616
044100931X_jpg.rf.00bf74871fb90ec0e95a72ff672c2ae3.jpg,640,640,text,11,27,610,44
044100931X_jpg.rf.00bf74871fb90ec0e95a72ff672c2ae3.jpg,640,640,author,20,45,602,115
044100931X_jpg.rf.00bf74871fb90ec0e95a72ff672c2ae3.jpg,640,640,title,30,129,592,155
044100931X_jpg.rf.00bf74871fb90ec0e95a72ff672c2ae3.jpg,640,640,title,40,165,582,192
044100931X_jpg.rf.00bf74871fb90ec0e95a72ff672c2ae3.jpg,640,640,text,448,274,568,287
044100931X_jpg.rf.00bf74871fb90ec0e95a72ff672c2ae3.jpg,640,640,text,465,290,552,303
044100931X_jpg.rf.00bf74871fb90ec0e95a72ff672c2ae3.jpg,640,640,text,439,303,572,318
044100931X_jpg.rf.00bf74871fb90ec0e95a72ff672c2ae3.jpg,640,640,text,465,318,551,332
0071374124_jpg.rf.0249a06f8723bae7bb5ef944f8cacefb.jpg,640,640,author,329,9,589,28
0071374124_jpg.rf.0249a06f8723bae7bb5ef944f8cacefb.jpg,640,640,title,61,147,508,167
0071374124_jpg.rf.0249a06f8723bae7bb5ef944f8cacefb.jpg,640,640,title,63,175,481,194
0071374124_jpg.rf.0249a06f8723bae7bb5ef944f8cacefb.jpg,640,640,title,124,234,563,323
0062307363_jpg.rf.01d7084a22e5fd5aaf1ff054fefe09e4.jpg,640,640,text,85,20,553,35
0062307363_jpg.rf.01d7084a22e5fd5aaf1ff054fefe09e4.jpg,640,640,author,160,39,469,110
0062307363_jpg.rf.01d7084a22e5fd5aaf1ff054fefe09e4.jpg,640,640,author,42,118,595,185
0062307363_jpg.rf.01d7084a22e5fd5aaf1ff054fefe09e4.jpg,640,640,text,220,194,424,209
0062307363_jpg.rf.01d7084a22e5fd5aaf1ff054fefe09e4.jpg,640,640,text,93,226,560,244
0062307363_jpg.rf.01d7084a22e5fd5aaf1ff054fefe09e4.jpg,640,640,text,234,245,404,261
0062307363_jpg.rf.01d7084a22e5fd5aaf1ff054fefe09e4.jpg,640,640,title,218,510,374,538
0062307363_jpg.rf.01d7084a22e5fd5aaf1ff054fefe09e4.jpg,640,640,title,143,540,482,592
0062307363_jpg.rf.01d7084a22e5fd5aaf1ff054fefe09e4.jpg,640,640,text,169,603,447,617
20240122_145337_jpg.rf.01e692f55cfff47c5b45e5e50e4b52d9.jpg,640,640,text,219,46,477,82
20240122_145337_jpg.rf.01e692f55cfff47c5b45e5e50e4b52d9.jpg,640,640,author,217,91,444,126
20240122_145337_jpg.rf.01e692f55cfff47c5b45e5e50e4b52d9.jpg,640,640,title,115,380,539,537
20240122_145337_jpg.rf.01e692f55cfff47c5b45e5e50e4b52d9.jpg,640,640,publisher,235,558,493,585
20240122_145337_jpg.rf.01e692f55cfff47c5b45e5e50e4b52d9.jpg,640,640,text,55,531,83,547
20240122_145227_jpg.rf.022fddc8ed24f657208c5413ccbc9f49.jpg,640,640,text,127,63,164,86
20240122_145227_jpg.rf.022fddc8ed24f657208c5413ccbc9f49.jpg,640,640,text,217,22,560,63
20240122_145227_jpg.rf.022fddc8ed24f657208c5413ccbc9f49.jpg,640,640,title,76,101,594,265
20240122_145227_jpg.rf.022fddc8ed24f657208c5413ccbc9f49.jpg,640,640,author,268,267,583,303
20240122_145227_jpg.rf.022fddc8ed24f657208c5413ccbc9f49.jpg,640,640,publisher,226,557,537,607
20240122_145227_jpg.rf.022fddc8ed24f657208c5413ccbc9f49.jpg,640,640,text,5,520,77,606
006092943X_jpg.rf.036a1a5f6144cf5a7d80c9e0c6eb1b71.jpg,640,640,author,200,69,504,97
006092943X_jpg.rf.036a1a5f6144cf5a7d80c9e0c6eb1b71.jpg,640,640,title,191,120,513,202
006092943X_jpg.rf.036a1a5f6144cf5a7d80c9e0c6eb1b71.jpg,640,640,title,213,204,493,301
006092943X_jpg.rf.036a1a5f6144cf5a7d80c9e0c6eb1b71.jpg,640,640,text,237,329,469,359
006092943X_jpg.rf.036a1a5f6144cf5a7d80c9e0c6eb1b71.jpg,640,640,text,250,365,450,408
006092943X_jpg.rf.036a1a5f6144cf5a7d80c9e0c6eb1b71.jpg,640,640,text,209,419,486,459
006092943X_jpg.rf.036a1a5f6144cf5a7d80c9e0c6eb1b71.jpg,640,640,text,218,490,480,503
006092943X_jpg.rf.036a1a5f6144cf5a7d80c9e0c6eb1b71.jpg,640,640,text,224,504,479,514
006092943X_jpg.rf.036a1a5f6144cf5a7d80c9e0c6eb1b71.jpg,640,640,text,223,516,479,525
006092943X_jpg.rf.036a1a5f6144cf5a7d80c9e0c6eb1b71.jpg,640,640,text,225,528,357,537
006092943X_jpg.rf.036a1a5f6144cf5a7d80c9e0c6eb1b71.jpg,640,640,text,306,539,479,549
006092943X_jpg.rf.036a1a5f6144cf5a7d80c9e0c6eb1b71.jpg,640,640,text,290,551,479,563
019873767X_jpg.rf.02db80073b7fe8883d2ec2ebbe63685e.jpg,640,640,title,39,127,346,166
019873767X_jpg.rf.02db80073b7fe8883d2ec2ebbe63685e.jpg,640,640,title,41,168,276,197
019873767X_jpg.rf.02db80073b7fe8883d2ec2ebbe63685e.jpg,640,640,author,129,304,526,321
019873767X_jpg.rf.02db80073b7fe8883d2ec2ebbe63685e.jpg,640,640,author,129,321,472,335
019873767X_jpg.rf.02db80073b7fe8883d2ec2ebbe63685e.jpg,640,640,publisher,37,600,117,611
042522628X_jpg.rf.0325dff59edccaf9543a33effc6d6349.jpg,640,640,title,29,554,611,601
042522628X_jpg.rf.0325dff59edccaf9543a33effc6d6349.jpg,640,640,text,183,601,460,622
042522628X_jpg.rf.0325dff59edccaf9543a33effc6d6349.jpg,640,640,text,180,517,461,553
042522628X_jpg.rf.0325dff59edccaf9543a33effc6d6349.jpg,640,640,author,24,24,612,171
042522628X_jpg.rf.0325dff59edccaf9543a33effc6d6349.jpg,640,640,text,157,174,483,217
069111384X_jpg.rf.03f0bb0bad56fffe2d4c3351b543398a.jpg,640,640,title,74,38,578,51
069111384X_jpg.rf.03f0bb0bad56fffe2d4c3351b543398a.jpg,640,640,title,114,192,580,212
069111384X_jpg.rf.03f0bb0bad56fffe2d4c3351b543398a.jpg,640,640,title,214,221,576,236
069111384X_jpg.rf.03f0bb0bad56fffe2d4c3351b543398a.jpg,640,640,author,76,491,579,504
0061148067_jpg.rf.0479da23f3ea29a26fe3f2fdc8093109.jpg,640,640,text,169,23,618,38
0061148067_jpg.rf.0479da23f3ea29a26fe3f2fdc8093109.jpg,640,640,text,162,43,616,58
0061148067_jpg.rf.0479da23f3ea29a26fe3f2fdc8093109.jpg,640,640,text,169,55,618,67
0061148067_jpg.rf.0479da23f3ea29a26fe3f2fdc8093109.jpg,640,640,text,169,67,617,79
0061148067_jpg.rf.0479da23f3ea29a26fe3f2fdc8093109.jpg,640,640,text,164,80,451,93
0061148067_jpg.rf.0479da23f3ea29a26fe3f2fdc8093109.jpg,640,640,text,465,88,616,104
0061148067_jpg.rf.0479da23f3ea29a26fe3f2fdc8093109.jpg,640,640,title,0,415,640,504
0061148067_jpg.rf.0479da23f3ea29a26fe3f2fdc8093109.jpg,640,640,title,36,520,517,535
0061148067_jpg.rf.0479da23f3ea29a26fe3f2fdc8093109.jpg,640,640,title,34,538,420,552
0061148067_jpg.rf.0479da23f3ea29a26fe3f2fdc8093109.jpg,640,640,author,35,567,386,594
0061148067_jpg.rf.0479da23f3ea29a26fe3f2fdc8093109.jpg,640,640,author,36,601,222,613
0061143812_jpg.rf.03765b69d8df43ee7cd198163b505566.jpg,640,640,title,132,157,540,171
0061143812_jpg.rf.03765b69d8df43ee7cd198163b505566.jpg,640,640,title,141,178,541,202
0061143812_jpg.rf.03765b69d8df43ee7cd198163b505566.jpg,640,640,text,149,233,514,250
0061143812_jpg.rf.03765b69d8df43ee7cd198163b505566.jpg,640,640,title,22,307,618,327
0061143812_jpg.rf.03765b69d8df43ee7cd198163b505566.jpg,640,640,author,17,467,630,480
0061143812_jpg.rf.03765b69d8df43ee7cd198163b505566.jpg,640,640,publisher,273,532,433,556
007178831X_jpg.rf.03b75adec0885daf2e3a4e81b4c36d86.jpg,640,640,title,7,7,631,330
007178831X_jpg.rf.03b75adec0885daf2e3a4e81b4c36d86.jpg,640,640,text,394,342,618,376
007178831X_jpg.rf.03b75adec0885daf2e3a4e81b4c36d86.jpg,640,640,text,43,374,496,558
007178831X_jpg.rf.03b75adec0885daf2e3a4e81b4c36d86.jpg,640,640,author,62,571,496,617
007179042X_jpg.rf.0382cbb82516beb9a0367c01615fba41.jpg,640,640,title,457,21,594,41
007179042X_jpg.rf.0382cbb82516beb9a0367c01615fba41.jpg,640,640,title,52,331,384,361
007179042X_jpg.rf.0382cbb82516beb9a0367c01615fba41.jpg,640,640,title,55,365,507,401
007179042X_jpg.rf.0382cbb82516beb9a0367c01615fba41.jpg,640,640,title,50,418,542,453
007179042X_jpg.rf.0382cbb82516beb9a0367c01615fba41.jpg,640,640,text,53,475,519,496
007179042X_jpg.rf.0382cbb82516beb9a0367c01615fba41.jpg,640,640,author,52,534,158,550
007179042X_jpg.rf.0382cbb82516beb9a0367c01615fba41.jpg,640,640,author,55,552,164,565
007179042X_jpg.rf.0382cbb82516beb9a0367c01615fba41.jpg,640,640,author,52,563,162,577
007179042X_jpg.rf.0382cbb82516beb9a0367c01615fba41.jpg,640,640,author,53,580,194,593
007179042X_jpg.rf.0382cbb82516beb9a0367c01615fba41.jpg,640,640,publisher,507,561,574,573
0061153915_jpg.rf.04cd00d86aa22ad1e9df5d6fa58895e2.jpg,640,640,text,60,1,325,23
0061153915_jpg.rf.04cd00d86aa22ad1e9df5d6fa58895e2.jpg,640,640,text,97,29,282,51
0061153915_jpg.rf.04cd00d86aa22ad1e9df5d6fa58895e2.jpg,640,640,text,98,108,271,128
0061153915_jpg.rf.04cd00d86aa22ad1e9df5d6fa58895e2.jpg,640,640,text,121,147,253,165
0061153915_jpg.rf.04cd00d86aa22ad1e9df5d6fa58895e2.jpg,640,640,text,107,186,265,203
0061153915_jpg.rf.04cd00d86aa22ad1e9df5d6fa58895e2.jpg,640,640,text,114,224,256,243
0061153915_jpg.rf.04cd00d86aa22ad1e9df5d6fa58895e2.jpg,640,640,text,362,265,601,277
0061153915_jpg.rf.04cd00d86aa22ad1e9df5d6fa58895e2.jpg,640,640,text,326,283,627,296
0061153915_jpg.rf.04cd00d86aa22ad1e9df5d6fa58895e2.jpg,640,640,text,428,300,532,311
0061153915_jpg.rf.04cd00d86aa22ad1e9df5d6fa58895e2.jpg,640,640,title,10,344,610,491
0061153915_jpg.rf.04cd00d86aa22ad1e9df5d6fa58895e2.jpg,640,640,author,273,538,614,563
007181843X_jpg.rf.04d9d91bd60d70313ef2d7a0457219c5.jpg,640,640,text,325,31,594,77
007181843X_jpg.rf.04d9d91bd60d70313ef2d7a0457219c5.jpg,640,640,text,355,56,566,96
007181843X_jpg.rf.04d9d91bd60d70313ef2d7a0457219c5.jpg,640,640,text,154,179,482,211
007181843X_jpg.rf.04d9d91bd60d70313ef2d7a0457219c5.jpg,640,640,title,30,264,610,333
007181843X_jpg.rf.04d9d91bd60d70313ef2d7a0457219c5.jpg,640,640,title,154,345,483,416
007181843X_jpg.rf.04d9d91bd60d70313ef2d7a0457219c5.jpg,640,640,text,92,454,556,482
007181843X_jpg.rf.04d9d91bd60d70313ef2d7a0457219c5.jpg,640,640,text,78,482,570,510
007181843X_jpg.rf.04d9d91bd60d70313ef2d7a0457219c5.jpg,640,640,author,147,527,490,547
007181843X_jpg.rf.04d9d91bd60d70313ef2d7a0457219c5.jpg,640,640,text,24,573,56,587
007181843X_jpg.rf.04d9d91bd60d70313ef2d7a0457219c5.jpg,640,640,text,22,587,74,601
007181843X_jpg.rf.04d9d91bd60d70313ef2d7a0457219c5.jpg,640,640,text,23,599,58,610
007181843X_jpg.rf.04d9d91bd60d70313ef2d7a0457219c5.jpg,640,640,text,24,610,91,620
007181843X_jpg.rf.04d9d91bd60d70313ef2d7a0457219c5.jpg,640,640,text,257,617,384,626
007181843X_jpg.rf.04d9d91bd60d70313ef2d7a0457219c5.jpg,640,640,text,104,570,479,624
042523472X_jpg.rf.0513badb5b163636ba4ba934e953fb4f.jpg,640,640,text,40,27,597,43
042523472X_jpg.rf.0513badb5b163636ba4ba934e953fb4f.jpg,640,640,text,383,54,544,73
042523472X_jpg.rf.0513badb5b163636ba4ba934e953fb4f.jpg,640,640,text,355,75,575,94
042523472X_jpg.rf.0513badb5b163636ba4ba934e953fb4f.jpg,640,640,text,397,97,530,114
042523472X_jpg.rf.0513badb5b163636ba4ba934e953fb4f.jpg,640,640,author,72,49,361,130
042523472X_jpg.rf.0513badb5b163636ba4ba934e953fb4f.jpg,640,640,author,35,141,587,258
042523472X_jpg.rf.0513badb5b163636ba4ba934e953fb4f.jpg,640,640,text,44,265,598,284
042523472X_jpg.rf.0513badb5b163636ba4ba934e953fb4f.jpg,640,640,title,40,330,601,420
042523472X_jpg.rf.0513badb5b163636ba4ba934e953fb4f.jpg,640,640,title,187,438,588,526
042523472X_jpg.rf.0513badb5b163636ba4ba934e953fb4f.jpg,640,640,title,277,583,547,600
0071462317_jpg.rf.059f1bea72804f052f6fae438bfc133e.jpg,640,640,title,182,20,442,34
0071462317_jpg.rf.059f1bea72804f052f6fae438bfc133e.jpg,640,640,text,38,54,586,68
0071462317_jpg.rf.059f1bea72804f052f6fae438bfc133e.jpg,640,640,text,94,68,531,85
0071462317_jpg.rf.059f1bea72804f052f6fae438bfc133e.jpg,640,640,text,76,91,547,105
0071462317_jpg.rf.059f1bea72804f052f6fae438bfc133e.jpg,640,640,title,81,130,541,193
0071462317_jpg.rf.059f1bea72804f052f6fae438bfc133e.jpg,640,640,title,109,206,522,262
0071462317_jpg.rf.059f1bea72804f052f6fae438bfc133e.jpg,640,640,title,28,273,599,329
0071462317_jpg.rf.059f1bea72804f052f6fae438bfc133e.jpg,640,640,title,42,352,583,371
0071462317_jpg.rf.059f1bea72804f052f6fae438bfc133e.jpg,640,640,text,62,385,436,403
0071462317_jpg.rf.059f1bea72804f052f6fae438bfc133e.jpg,640,640,text,64,419,360,438
0071462317_jpg.rf.059f1bea72804f052f6fae438bfc133e.jpg,640,640,text,64,443,397,465
0071462317_jpg.rf.059f1bea72804f052f6fae438bfc133e.jpg,640,640,text,64,478,398,498
0071462317_jpg.rf.059f1bea72804f052f6fae438bfc133e.jpg,640,640,text,65,501,280,519
0071462317_jpg.rf.059f1bea72804f052f6fae438bfc133e.jpg,640,640,text,63,535,372,558
0071462317_jpg.rf.059f1bea72804f052f6fae438bfc133e.jpg,640,640,title,241,567,385,583
0071462317_jpg.rf.059f1bea72804f052f6fae438bfc133e.jpg,640,640,author,97,598,528,617
0071462317_jpg.rf.059f1bea72804f052f6fae438bfc133e.jpg,640,640,text,194,617,430,632
0062377191_jpg.rf.05a5fccb6354a5e1d32a27d9e460b942.jpg,640,640,text,76,28,538,40
0062377191_jpg.rf.05a5fccb6354a5e1d32a27d9e460b942.jpg,640,640,text,98,56,512,67
0062377191_jpg.rf.05a5fccb6354a5e1d32a27d9e460b942.jpg,640,640,text,189,69,426,81
0062377191_jpg.rf.05a5fccb6354a5e1d32a27d9e460b942.jpg,640,640,title,50,259,567,350
0062377191_jpg.rf.05a5fccb6354a5e1d32a27d9e460b942.jpg,640,640,title,238,428,380,451
0062377191_jpg.rf.05a5fccb6354a5e1d32a27d9e460b942.jpg,640,640,title,122,501,493,512
0062377191_jpg.rf.05a5fccb6354a5e1d32a27d9e460b942.jpg,640,640,title,208,517,406,528
0062377191_jpg.rf.05a5fccb6354a5e1d32a27d9e460b942.jpg,640,640,author,76,548,536,581
0007513631_jpg.rf.05fba86b54ebe2b03c3fd90ea13f490f.jpg,640,640,title,29,390,604,551
0007513631_jpg.rf.05fba86b54ebe2b03c3fd90ea13f490f.jpg,640,640,author,160,564,477,616
039330907X_jpg.rf.063e98392dc3a9f390a29bba75280135.jpg,640,640,author,102,28,545,68
039330907X_jpg.rf.063e98392dc3a9f390a29bba75280135.jpg,640,640,author,101,87,539,127
039330907X_jpg.rf.063e98392dc3a9f390a29bba75280135.jpg,640,640,title,81,179,555,205
039330907X_jpg.rf.063e98392dc3a9f390a29bba75280135.jpg,640,640,text,55,292,389,306
039330907X_jpg.rf.063e98392dc3a9f390a29bba75280135.jpg,640,640,text,58,311,400,324
068817776X_jpg.rf.069880cfe8067b1ce5dde523a7dbe3a9.jpg,640,640,text,52,73,197,89
068817776X_jpg.rf.069880cfe8067b1ce5dde523a7dbe3a9.jpg,640,640,text,57,95,192,110
068817776X_jpg.rf.069880cfe8067b1ce5dde523a7dbe3a9.jpg,640,640,text,39,115,209,128
068817776X_jpg.rf.069880cfe8067b1ce5dde523a7dbe3a9.jpg,640,640,text,53,136,196,152
068817776X_jpg.rf.069880cfe8067b1ce5dde523a7dbe3a9.jpg,640,640,text,86,157,162,172
068817776X_jpg.rf.069880cfe8067b1ce5dde523a7dbe3a9.jpg,640,640,text,57,178,193,196
068817776X_jpg.rf.069880cfe8067b1ce5dde523a7dbe3a9.jpg,640,640,text,34,333,609,352
068817776X_jpg.rf.069880cfe8067b1ce5dde523a7dbe3a9.jpg,640,640,title,182,369,465,409
068817776X_jpg.rf.069880cfe8067b1ce5dde523a7dbe3a9.jpg,640,640,title,26,423,617,456
068817776X_jpg.rf.069880cfe8067b1ce5dde523a7dbe3a9.jpg,640,640,title,182,469,459,496
068817776X_jpg.rf.069880cfe8067b1ce5dde523a7dbe3a9.jpg,640,640,title,60,501,582,527
068817776X_jpg.rf.069880cfe8067b1ce5dde523a7dbe3a9.jpg,640,640,author,107,556,535,578
068817776X_jpg.rf.069880cfe8067b1ce5dde523a7dbe3a9.jpg,640,640,author,169,585,482,609
068817776X_jpg.rf.069880cfe8067b1ce5dde523a7dbe3a9.jpg,640,640,publisher,573,580,617,595
20240124_103935_jpg.rf.06abee4cdfbd69ef3497f7dd5d945c21.jpg,640,640,title,128,52,271,72
20240124_103935_jpg.rf.06abee4cdfbd69ef3497f7dd5d945c21.jpg,640,640,title,129,73,433,114
